validfrom_utc,volume_kwh,emission_kg,co2_factor_kg_per_kwh,co2_factor_g_per_kwh
2024-03-25 14:00:00+00:00,19517059,2898452,0.1485086456929807,148.5086456929807
2024-03-25 15:00:00+00:00,18304085,3709950,0.20268426419566998,202.68426419566998
2024-03-25 16:00:00+00:00,17079531,4391612,0.25712720097524927,257.12720097524925
2024-03-25 17:00:00+00:00,16221041,4821695,0.2972494182093492,297.2494182093492
2024-03-25 18:00:00+00:00,16150815,4980717,0.30838796679919867,308.3879667991987
2024-03-25 19:00:00+00:00,16011345,4823943,0.3012828091581313,301.28280915813133
2024-03-25 20:00:00+00:00,14141989,3902737,0.2759680409877281,275.9680409877281
2024-03-25 21:00:00+00:00,12481479,2896476,0.23206192150785976,232.06192150785975
2024-03-25 22:00:00+00:00,11387682,2244445,0.19709410571879335,197.09410571879334
2024-03-25 23:00:00+00:00,10873114,1952901,0.17960825206100112,179.6082520610011
2024-03-26 00:00:00+00:00,10345519,1818902,0.17581544241521377,175.81544241521377
2024-03-26 01:00:00+00:00,10011440,1835972,0.18338740480889862,183.38740480889862
2024-03-26 02:00:00+00:00,9934894,1889865,0.1902249787466278,190.2249787466278
2024-03-26 03:00:00+00:00,9810144,1949151,0.19868729755648848,198.6872975564885
2024-03-26 04:00:00+00:00,10367435,2173394,0.2096366169645626,209.6366169645626
2024-03-26 05:00:00+00:00,10963850,2550476,0.23262594800184241,232.6259480018424
2024-03-26 06:00:00+00:00,12137609,2625750,0.21633173386949606,216.33173386949605
2024-03-26 07:00:00+00:00,14230585,2419495,0.17002076864724816,170.02076864724816
2024-03-26 08:00:00+00:00,16094135,2263709,0.1406542818237824,140.65428182378238
2024-03-26 09:00:00+00:00,16819379,2101792,0.1249625209111466,124.9625209111466
2024-03-26 10:00:00+00:00,16778502,1981393,0.11809117405117572,118.09117405117573
2024-03-26 11:00:00+00:00,16088479,1914332,0.11898775515075104,118.98775515075104
2024-03-26 12:00:00+00:00,16929461,2217142,0.1309635315619322,130.9635315619322
2024-03-26 13:00:00+00:00,16164123,2302159,0.14242399664986463,142.42399664986462
2024-03-26 14:00:00+00:00,14084133,2450115,0.17396278492967937,173.96278492967937
2024-03-26 15:00:00+00:00,13449605,2826639,0.21016520559525725,210.16520559525725
2024-03-26 16:00:00+00:00,13452744,3337115,0.24806203106221303,248.06203106221304
2024-03-26 17:00:00+00:00,12005151,3642653,0.303424171840904,303.42417184090397
2024-03-26 18:00:00+00:00,12018082,3890595,0.3237284451878428,323.7284451878428
2024-03-26 19:00:00+00:00,12004248,3711695,0.3091984604116809,309.1984604116809
2024-03-26 20:00:00+00:00,11111921,3076541,0.27686850905437504,276.86850905437507
2024-03-26 21:00:00+00:00,10268548,2455263,0.23910517825889308,239.10517825889306
2024-03-26 22:00:00+00:00,9021601,1973885,0.21879542223159726,218.79542223159726
2024-03-26 23:00:00+00:00,8967138,1786535,0.19923134895437095,199.23134895437096
2024-03-27 00:00:00+00:00,8917498,1750472,0.19629631540147247,196.29631540147247
2024-03-27 01:00:00+00:00,9213266,1725913,0.1873291186860338,187.3291186860338
2024-03-27 02:00:00+00:00,9566187,1697940,0.1774939168552737,177.49391685527368
