t_h,wind_e_prod_normalized,solar_e_prod_normalized,ambientTemperature_degC,Day-ahead Price [EUR/MWh],house_e_demand_other,house_h_demand_hot_water,building_e_demand_other,building_h_demand,industry_steel_e_demand,industry_steel_h_demand,industry_other_e_demand,industry_other_h_demand,logistics_fleet_e_hgv
6251,0,0.390641689,14.5833,51.19,0.000117254,9.30E-05,0.000177649,1.47E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,4.37E-05
6252,0,0.358660556,14.2000,51.19,0.000111285,9.38E-05,0.000182221,1.50E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,3.59E-05
6253,0.116869373,0.310298527,13.9000,54.44,0.000107038,9.44E-05,0.000178291,1.41E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,4.70E-05
6254,0.109613807,0.255004764,14.0417,60.91,0.0001078,9.48E-05,0.000164336,1.24E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.39E-05
6255,0.24021401,0.203280492,13.7417,67.62917933,0.000112927,9.48E-05,0.00013819,1.02E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,7.46E-05
6256,0.328731929,0.107243056,13.0583,67.62917933,0.000135,9.45E-05,0.000105387,7.15E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,5.88E-05
6257,0.247469576,0.037506332,11.7417,67.62917933,0.000141089,9.40E-05,8.99074E-05,5.63E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,5.44E-05
6258,0.156049428,0.013773043,11.1083,74.77,0.000150543,1.18E-04,9.64439E-05,5.77E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,6.18E-05
6259,0.048667042,0.005747452,10.3167,74.77,0.000159997,1.52E-04,0.000107953,4.90E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,6.18E-05
6260,0,0.003931436,9.8417,74.77,0.00015527,1.28E-04,9.75267E-05,4.80E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.09E-05
6261,0,0.003872853,9.7167,71.87,0.000143252,9.06E-05,8.24886E-05,5.38E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,8.52E-05
6262,0,0.003859831,9.4333,71.86,0.000118976,8.92E-05,7.08993E-05,5.12E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00011807
6263,0,0.003716633,9.6833,71.84,8.86112E-05,0.00E+00,6.32801E-05,3.83E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,0.00016407
6264,0,0.003625508,9.7000,60.83,6.77803E-05,0.00E+00,6.32801E-05,2.99E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,0.00024297
6265,0,0.003456279,9.4917,60.83,5.69243E-05,0.00E+00,6.18364E-05,2.46E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00023019
6266,0,0.002818391,9.5583,60.83,5.27581E-05,0.00E+00,6.11547E-05,2.59E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00023444
6267,0,0.002466912,9.0917,50.28,5.18768E-05,0.00E+00,5.86283E-05,2.89E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,0.00024647
6268,0,0.001750921,9.0833,49.74,5.29584E-05,0.00E+00,5.9711E-05,3.03E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,0.00024666
6269,0,0.012649483,9.3000,49.74,5.61631E-05,1.37E-04,6.21572E-05,6.66E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00022238
6270,0,0.078188024,9.8500,49.73,6.97032E-05,2.63E-04,6.79719E-05,1.04E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,0.00016366
6271,0,0.165478318,10.7333,49.73,9.57818E-05,2.90E-04,8.1045E-05,9.73E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,6.80E-05
6272,0,0.258692278,12.1417,49.73,0.000116653,1.69E-04,9.18323E-05,1.17E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.11E-05
6273,0,0.338051265,13.6833,49.71,0.000122622,9.13E-05,9.83688E-05,1.33E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,5.21E-05
6274,0,0.389833563,14.4333,49.71,0.000124024,9.22E-05,9.95719E-05,1.29E-04,1.14E-04,1.14E-04,1.25E-04,1.25E-04,5.15E-05
6275,0,0.380203196,15.6750,49.7,0.000124424,9.31E-05,9.51206E-05,1.29E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,4.37E-05
6276,0,0.39169937,16.1000,49.7,0.000120619,9.39E-05,9.26343E-05,1.33E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,3.59E-05
6277,0,0.365845147,16.4000,49.7,0.000116573,9.45E-05,9.10302E-05,1.24E-04,1.14E-04,1.14E-04,1.25E-04,1.25E-04,4.70E-05
6278,0,0.309020494,15.9667,50.29,0.000110564,9.48E-05,8.72206E-05,1.07E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.39E-05
6279,0,0.231711893,15.6083,72.63,0.000113408,9.49E-05,8.32506E-05,8.59E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,7.46E-05
6280,0,0.112507746,14.4167,72.66,0.00012803,9.46E-05,7.71552E-05,5.25E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,5.88E-05
6281,0,0.036376999,12.8167,72.66,0.00014185,9.41E-05,7.29044E-05,5.63E-05,1.14E-04,1.14E-04,1.25E-04,1.25E-04,5.44E-05
6282,0,0.012074195,11.8000,72.67,0.000149421,1.18E-04,7.43481E-05,5.77E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.18E-05
6283,0,0.005220221,11.3000,72.66,0.000159476,1.52E-04,7.89998E-05,4.90E-05,1.14E-04,1.14E-04,1.32E-04,1.32E-04,6.18E-05
6284,0,0.003957467,10.8250,72.67,0.000153507,1.28E-04,7.66338E-05,4.80E-05,1.14E-04,1.14E-04,1.34E-04,1.34E-04,6.09E-05
6285,0,0.003898895,11.1167,72.66,0.000139527,9.06E-05,7.44684E-05,5.38E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,8.52E-05
6286,0,0.003853333,10.7500,72.66,0.000118616,8.93E-05,7.06186E-05,5.12E-05,1.14E-04,1.14E-04,1.32E-04,1.32E-04,0.00011807
6287,0,0.003677581,10.6167,72.66,9.13753E-05,0.00E+00,6.61674E-05,3.83E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,0.00016407
6288,0,0.003436747,10.6500,66.92,6.97032E-05,0.00E+00,6.74506E-05,2.99E-05,1.14E-04,1.14E-04,1.25E-04,1.25E-04,0.00024297
6289,0,0.00330657,10.7583,66.92,5.86068E-05,0.00E+00,6.67689E-05,2.46E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,0.00023019
6290,0,0.002531995,11.1750,66.92,5.50815E-05,0.00E+00,6.66887E-05,2.59E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,0.00023444
6291,0,0.001972223,11.1333,66.92,5.31186E-05,0.00E+00,6.54054E-05,2.89E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,0.00024647
6292,0,0.001132565,11.1833,66.92,5.11557E-05,0.00E+00,6.50044E-05,3.03E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,0.00024666
6293,0,0.010625033,11.3583,66.62,5.26379E-05,1.37E-04,6.42826E-05,6.66E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00022238
6294,0,0.072962885,11.8250,54.51,6.2132E-05,2.64E-04,6.11948E-05,1.04E-04,1.14E-04,1.14E-04,1.33E-04,1.33E-04,0.00016366
6295,0,0.170739123,12.6750,45.7,7.99584E-05,2.90E-04,5.89491E-05,9.75E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.80E-05
6296,0,0.280698812,13.7583,45.69,0.000102632,1.69E-04,6.29592E-05,1.18E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,5.11E-05
6297,0,0.366321195,14.6917,45.69,0.000119857,9.13E-05,6.78917E-05,1.33E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,5.21E-05
6298,0,0.413200606,15.2167,45.68,0.000132436,9.22E-05,6.9977E-05,1.29E-04,1.14E-04,1.14E-04,1.28E-04,1.28E-04,5.15E-05
6299,0,0.43710537,15.9083,45.68,0.000135841,9.31E-05,7.00572E-05,1.29E-04,1.14E-04,1.14E-04,1.30E-04,1.30E-04,4.37E-05
6300,0,0.424261661,16.4250,45.68,0.000130633,9.39E-05,7.07389E-05,1.33E-04,1.14E-04,1.14E-04,1.30E-04,1.30E-04,3.59E-05
6301,0,0.376890293,16.3750,45.68,0.000124825,9.45E-05,6.9576E-05,1.24E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,4.70E-05
6302,0,0.309045313,16.3833,45.69,0.000118215,9.49E-05,6.79719E-05,1.07E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.39E-05
6303,0,0.218276856,16.1833,60.94,0.000118576,9.49E-05,6.721E-05,8.61E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,7.46E-05
6304,0,0.114164477,15.1833,73.5,0.000136963,9.47E-05,6.52851E-05,5.26E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,5.88E-05
6305,0,0.033528312,13.7000,73.52,0.000145976,9.41E-05,6.46836E-05,5.63E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,5.44E-05
6306,0.047215935,0.012406154,12.8917,73.52,0.000157994,1.18E-04,6.63679E-05,5.77E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,6.18E-05
6307,0.158951657,0.005877629,12.6417,73.52,0.000170052,1.52E-04,6.94958E-05,4.90E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,6.18E-05
6308,0.232958445,0.004465178,12.9333,73.52,0.000159957,1.28E-04,6.75308E-05,4.80E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,6.09E-05
6309,0.396934245,0.00398351,13.0500,73.52,0.000140448,9.07E-05,6.43227E-05,5.38E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,8.52E-05
6310,0.472392141,0.003352133,12.7167,73.52,0.000108921,8.94E-05,6.1676E-05,5.12E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,0.00011807
6311,0.453527674,0.003267518,12.5583,73.51,7.78753E-05,0.00E+00,5.78263E-05,3.83E-05,1.14E-04,1.14E-04,1.25E-04,1.25E-04,0.00016407
6312,0.499963294,0.003059225,12.3667,70.67,5.99688E-05,0.00E+00,6.05131E-05,2.99E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00024297
6313,0.420152063,0.002271641,12.1000,67.09,5.20771E-05,0.00E+00,5.95907E-05,2.46E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00023019
6314,0.382423115,0.001549139,11.5250,66.94,5.01142E-05,0.00E+00,6.07938E-05,2.59E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00023444
6315,0.327280807,0.00087871,11.2833,66.93,5.07151E-05,0.00E+00,6.1275E-05,2.89E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00024647
6316,0.299709654,0.000429595,10.8583,66.96,5.30385E-05,0.00E+00,6.48841E-05,3.03E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00024666
6317,0.291002981,0.012529535,10.7750,67.19,6.98634E-05,1.41E-04,7.79973E-05,6.66E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00022238
6318,0.280845187,0.095517583,11.8500,69.57,9.35385E-05,2.72E-04,0.000121146,1.04E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00016366
6319,0.283747402,0.210416288,13.4333,67.39,0.000103914,3.01E-04,0.000171474,7.42E-05,1.14E-04,1.14E-04,1.25E-04,1.25E-04,6.80E-05
6320,0.198131726,0.325643721,15.0750,67.39,0.000120058,1.76E-04,0.000186071,7.68E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.11E-05
6321,0.090749327,0.42356475,16.3417,64.29341667,0.000124304,9.66E-05,0.000193008,9.11E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.21E-05
6322,0.058824837,0.483396103,17.2917,60.77,0.000123823,9.81E-05,0.000198302,8.62E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,5.15E-05
6323,0.084944883,0.502573744,17.8500,60.77,0.000119337,9.95E-05,0.000184426,8.54E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,4.37E-05
6324,0.266334043,0.483688998,18.1417,60.76,0.000115611,1.01E-04,0.000193449,9.24E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,3.59E-05
6325,0.334536373,0.429089236,18.2583,64.29341667,0.000109282,1.02E-04,0.00019385,8.39E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,4.70E-05
6326,0.378069778,0.346631044,18.2833,64.29341667,0.000111205,1.02E-04,0.000184868,6.72E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.39E-05
6327,0.391129801,0.2389175,17.6083,64.29341667,0.000116773,1.02E-04,0.000151904,4.72E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,7.46E-05
6328,0.378069778,0.119840204,16.2833,67.62917933,0.0001352,1.02E-04,0.000106509,3.33E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.88E-05
6329,0.350498625,0.033733064,14.1250,76.13,0.000146577,1.01E-04,8.98673E-05,5.63E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.44E-05
6330,0.550752265,0.013662386,12.7333,67.62917933,0.000165165,1.26E-04,0.000102219,5.77E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,6.18E-05
6331,0.761163714,0.006736818,12.2417,64.29341667,0.000172696,1.60E-04,0.000117176,4.90E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.18E-05
6332,0.849681619,0.00523323,11.6083,64.29341667,0.00016224,1.35E-04,0.000101256,4.80E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,6.09E-05
6333,0.833719381,0.002805382,10.9250,64.29341667,0.000143092,9.55E-05,7.87592E-05,5.38E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,8.52E-05
6334,0.713276972,0.002193537,10.3583,64.29341667,0.000110203,9.34E-05,6.72501E-05,5.12E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00011807
6335,0.607345694,0.001913651,10.2500,64.29341667,7.68738E-05,0.00E+00,6.01521E-05,4.72E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00016407
6336,0.559458952,0.001321326,9.9333,51,5.89272E-05,0.00E+00,6.09141E-05,3.68E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,0.00024297
6337,0.621856824,0.001008899,9.5750,51,5.29584E-05,0.00E+00,5.97511E-05,2.78E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00023019
6338,0.62911239,0.000715991,9.2583,51.03,5.09154E-05,0.00E+00,5.93902E-05,2.90E-05,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00023444
6339,0.587030106,0.000416574,9.0500,51,5.08353E-05,0.00E+00,6.0112E-05,2.58E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00024647
6340,0.57977454,0.000397054,8.9167,51,5.42804E-05,0.00E+00,6.37613E-05,3.29E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00024666
6341,0.578323419,0.011917595,9.2833,55.05,6.88219E-05,1.57E-04,7.93206E-05,4.34E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00022238
6342,0.505767752,0.085913009,11.4333,61.2,9.09747E-05,3.03E-04,0.000124194,5.31E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00016366
6343,0.433212086,0.188552572,13.3917,64.29341667,0.000101831,3.40E-04,0.000175524,4.82E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,6.80E-05
6344,0.256176248,0.290058928,15.1750,64.29341667,0.000111084,2.02E-04,0.000190682,8.88E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,5.11E-05
6345,0.08639599,0.377806332,16.2917,64.29341667,0.000110163,1.16E-04,0.000197379,7.89E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,5.21E-05
6346,0.045764814,0.432296507,17.4000,60.92,0.000107679,1.19E-04,0.000202833,6.42E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,5.15E-05
6347,0.044313706,0.463830878,17.6667,60.92,0.000104835,1.23E-04,0.000188356,5.21E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,4.37E-05
6348,0.13573384,0.441901509,17.6583,61.08,0.000106357,1.26E-04,0.000195775,4.70E-05,1.14E-04,1.14E-04,1.04E-04,1.04E-04,3.59E-05
6349,0.156049428,0.362967696,17.3500,64.29341667,0.000108561,1.28E-04,0.000196617,4.80E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,4.70E-05
6350,0.195229497,0.269371094,17.0333,64.29341667,0.00010828,1.29E-04,0.000186873,4.21E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,6.39E-05
6351,0.161853886,0.154337638,16.6417,67.46,0.000111125,1.29E-04,0.000155233,4.79E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,7.46E-05
6352,0.05011815,0.069205085,15.7917,74.5,0.000129952,1.28E-04,0.000109677,5.49E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,5.88E-05
6353,0.199582834,0.027641891,14.3000,74.51,0.000145455,1.26E-04,9.23135E-05,5.98E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.44E-05
6354,0.211191735,0.01252331,13.2333,74.51,0.000160277,1.52E-04,0.000106148,4.52E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.18E-05
6355,0.096553784,0.005682357,12.0583,74.51,0.000173096,1.89E-04,0.000121387,5.39E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.18E-05
6356,0.112516036,0.004217833,11.2750,70.7,0.000164644,1.59E-04,0.00010675,5.58E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,6.09E-05
6357,0.354851961,0.004055103,10.4250,67.62917933,0.000145656,1.13E-04,8.26089E-05,4.59E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,8.52E-05
6358,0.330183036,0.003924926,9.7583,67.62917933,0.000115211,1.08E-04,6.96562E-05,4.68E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00011807
6359,0.295356317,0.003781727,8.9417,67.62917933,8.3764E-05,0.00E+00,6.44831E-05,3.66E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00016407
6360,0.125576046,0.003501842,8.6083,66.93,6.2853E-05,0.00E+00,6.26785E-05,3.41E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00024297
6361,0.115418251,0.00278585,8.0250,66.93,5.48812E-05,0.00E+00,6.09542E-05,2.77E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00023019
6362,0.080591532,0.002479933,7.6417,66.92,5.22774E-05,0.00E+00,6.04329E-05,2.98E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,0.00023444
6363,0.045764814,0.001672817,7.1667,64.29341667,5.21172E-05,0.00E+00,6.1275E-05,2.72E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00024647
6364,0.026900347,0.000774575,7.0583,66.91,5.44807E-05,0.00E+00,6.58064E-05,2.80E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00024666
6365,0.006584758,0.002986836,7.0833,66.93,6.87818E-05,1.63E-04,8.00024E-05,2.80E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,0.00022238
6366,0.005133637,0.023390151,9.3167,67.5,9.458E-05,3.14E-04,0.000124435,5.23E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,0.00016366
6367,0.006584758,0.060737804,12.3167,67.94,0.000102912,3.54E-04,0.000178612,4.27E-05,1.14E-04,1.14E-04,1.32E-04,1.32E-04,6.80E-05
6368,0.012389202,0.122505299,14.3750,67.94,0.000107239,2.12E-04,0.000191244,6.33E-05,1.14E-04,1.14E-04,1.34E-04,1.34E-04,5.11E-05
6369,0.038509248,0.196780207,15.6250,67.53,0.000103433,1.23E-04,0.000198743,7.23E-05,1.14E-04,1.14E-04,1.33E-04,1.33E-04,5.21E-05
6370,0,0.26541775,16.3167,66.94,0.000107399,1.27E-04,0.000204678,7.82E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.15E-05
6371,0.003682529,0.279890745,17.0500,66.94,0.000107359,1.31E-04,0.000191444,7.82E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,4.37E-05
6372,0.060275944,0.259571914,17.5750,66.94,0.000106478,1.35E-04,0.000196818,7.61E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,3.59E-05
6373,0.098004892,0.233035844,17.7500,66.96,0.000102352,1.38E-04,0.00019774,6.09E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,4.70E-05
6374,0.195229497,0.222812629,17.6667,69.53,0.00010147,1.39E-04,0.000188397,5.19E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.39E-05
6375,0.177816138,0.166173886,17.0417,69.57,0.000110564,1.39E-04,0.000157639,4.05E-05,1.14E-04,1.14E-04,1.25E-04,1.25E-04,7.46E-05
6376,0,0.091451907,15.2667,73.46,0.000133197,1.38E-04,0.000111041,4.43E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,5.88E-05
6377,0,0.028297161,12.0083,77.55,0.000145576,1.36E-04,9.23135E-05,5.05E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.44E-05
6378,0,0.011338672,11.1167,77.55,0.000159156,1.62E-04,0.000107191,5.36E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,6.18E-05
6379,0,0.005343887,10.2667,77.55,0.00016889,1.99E-04,0.000122309,5.46E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.18E-05
6380,0,0.004146228,9.3333,73.44,0.000162521,1.67E-04,0.000107913,5.24E-05,1.14E-04,1.14E-04,1.32E-04,1.32E-04,6.09E-05
6381,0.031253683,0.004094155,8.7333,69.59,0.000145576,1.20E-04,8.30902E-05,5.24E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,8.52E-05
6382,0.128478274,0.004094155,8.2000,69.57,0.000114449,1.14E-04,6.76511E-05,5.24E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,0.00011807
6383,0.127027167,0.004029072,7.6667,69.57,7.9718E-05,0.00E+00,6.01521E-05,3.83E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,0.00016407
6384,0.215545086,0.003501842,7.9417,66.71,5.99287E-05,0.00E+00,6.07537E-05,2.99E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,0.00024297
6385,0.218447301,0.003085268,7.8083,66.71,5.30385E-05,0.00E+00,5.9711E-05,2.46E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,0.00023019
6386,0.247469576,0.001464524,7.5083,60.9,5.17166E-05,0.00E+00,5.87887E-05,2.59E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,0.00023444
6387,0.219898422,0.00069646,7.9083,57.18,5.17166E-05,0.00E+00,5.96709E-05,2.89E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,0.00024647
6388,0.295356317,0.000585814,7.8000,57.18,5.40801E-05,0.00E+00,6.34004E-05,3.03E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,0.00024666
6389,0.363558648,0.005967554,7.8250,57.18,6.90222E-05,1.37E-04,7.84384E-05,6.66E-05,1.14E-04,1.14E-04,1.25E-04,1.25E-04,0.00022238
6390,0.427407628,0.039521694,9.7667,66.7,9.23367E-05,2.64E-04,0.000123111,1.04E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,0.00016366
6391,0.362107526,0.095235737,11.5917,66.7,0.000100589,2.91E-04,0.0001738,7.42E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,6.80E-05
6392,0.305514112,0.153366045,13.8417,66.71,0.000107719,1.69E-04,0.000189078,8.59E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,5.11E-05
6393,0.301160775,0.2085813,15.7333,50.14,0.000109602,9.16E-05,0.000196938,1.00E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.21E-05
6394,0.418700955,0.222924058,17.3750,43.21,0.000111004,9.25E-05,0.000202993,9.59E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,5.15E-05
6395,0.494158851,0.190625662,18.4833,29.19,0.000113288,9.34E-05,0.000189239,9.52E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,4.37E-05
6396,0.526083341,0.136482048,18.8500,43.21,0.00010776,9.42E-05,0.0001975,1.02E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,3.59E-05
6397,0.56526341,0.119176809,19.0667,43.21,0.000105957,9.48E-05,0.000198662,9.29E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,4.70E-05
6398,0.584127877,0.092680112,18.9500,50.26,0.000100909,9.51E-05,0.000188878,7.62E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,6.39E-05
6399,0.533338906,0.062344149,18.3667,67.62917933,0.000108521,9.52E-05,0.000157238,5.59E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,7.46E-05
6400,0.556556723,0.039605061,16.5750,67.62917933,0.000129832,9.49E-05,0.000111562,3.33E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.88E-05
6401,0.562361181,0.023080242,14.4167,64.29341667,0.000140808,9.44E-05,9.4078E-05,5.63E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,5.44E-05
6402,0.614601259,0.012692551,13.5333,64.29341667,0.000157553,1.19E-04,0.000110359,5.77E-05,1.14E-04,1.14E-04,1.32E-04,1.32E-04,6.18E-05
6403,0.62911239,0.007244517,12.8667,64.29341667,0.000167208,1.53E-04,0.000124756,4.90E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.18E-05
6404,0.481098828,0.00380777,12.4083,64.29341667,0.000159797,1.28E-04,0.0001108,4.80E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,6.09E-05
6405,0.404189824,0.003963978,11.9667,64.29341667,0.000144574,9.09E-05,8.46942E-05,5.38E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,8.52E-05
6406,0.286649631,0.003794749,11.5333,64.29341667,0.000114009,8.96E-05,6.98968E-05,5.12E-05,1.14E-04,1.14E-04,1.27E-04,1.27E-04,0.00011807
6407,0.216996193,0.003059225,11.2917,64.29341667,8.18812E-05,0.00E+00,6.23176E-05,3.83E-05,1.14E-04,1.14E-04,1.26E-04,1.26E-04,0.00016407
6408,0.205387291,0.002375787,11.5167,64.29341667,6.24525E-05,0.00E+00,6.18364E-05,2.99E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,0.00024297
6409,0.206838399,0.001802994,11.7000,64.29341667,5.45608E-05,0.00E+00,5.92699E-05,2.46E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,0.00023019
6410,0.205387291,0.001672817,11.9000,64.29341667,5.23575E-05,0.00E+00,5.89491E-05,2.59E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00023444
6411,0.211191735,0.001191149,12.1750,66.96,5.18367E-05,0.00E+00,5.95105E-05,2.89E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00024647
