t_h,wind_e_prod_normalized,solar_e_prod_normalized,ambientTemperature_degC,Day-ahead Price [EUR/MWh],house_e_demand_other,house_h_demand_hot_water,building_e_demand_other,building_h_demand,industry_steel_e_demand,industry_steel_h_demand,industry_other_e_demand,industry_other_h_demand,logistics_fleet_e_hgv
2242,0,0.263480302,14.3250,48.92,0.000141169,1.10E-04,0.00010266,2.46E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,5.15E-05
2243,0,0.269464904,14.8167,48.92,0.00014157,1.11E-04,9.8048E-05,2.48E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,4.37E-05
2244,0,0.223445087,14.8250,48.92,0.000138966,1.12E-04,9.49602E-05,2.43E-04,1.14E-04,1.14E-04,1.15E-04,1.15E-04,3.59E-05
2245,0,0.206188975,14.9000,53.87277338,0.000132116,1.13E-04,9.30754E-05,2.33E-04,1.14E-04,1.14E-04,1.15E-04,1.15E-04,4.70E-05
2246,0,0.178043816,14.7917,53.87277338,0.000123903,1.13E-04,8.95064E-05,2.16E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.39E-05
2247,0,0.124676429,14.6667,68.63,0.00012831,1.14E-04,8.52155E-05,1.91E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,7.46E-05
2248,0,0.10071851,13.5667,71.54,0.000152265,1.13E-04,7.84384E-05,1.74E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,5.88E-05
2249,0,0.052270156,11.4250,71.57,0.000157553,1.13E-04,7.31851E-05,1.59E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,5.44E-05
2250,0,0.014269265,9.4667,71.57,0.000169972,1.41E-04,7.21425E-05,1.48E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,6.18E-05
2251,0,0.006183545,8.6917,71.57,0.000169972,1.82E-04,7.61125E-05,1.59E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,6.18E-05
2252,0,0.004087656,8.2333,71.57,0.000165044,1.53E-04,7.88394E-05,1.61E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,6.09E-05
2253,0,0.003619009,7.2250,71.57,0.000153467,1.08E-04,7.65135E-05,1.58E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,8.52E-05
2254,0.002231408,0.002929048,6.7000,71.57,0.000128831,1.07E-04,7.68744E-05,1.34E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00011807
2255,0,0.001874587,6.2417,71.57,9.48204E-05,0.00E+00,7.3546E-05,1.09E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00016407
2256,0,0.00122369,6.0417,69.74,7.14257E-05,0.00E+00,7.57917E-05,6.11E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00024297
2257,0,0.000774575,6.7500,69.74,5.89272E-05,0.00E+00,7.62328E-05,6.18E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00023019
2258,0,0.000468647,6.8917,69.74,5.60029E-05,0.00E+00,7.49496E-05,6.61E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00023444
2259,0,0.00033847,7.5250,69.74,5.29584E-05,0.00E+00,7.45085E-05,7.80E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00024647
2260,0,0.00033847,7.7750,69.74,5.24777E-05,0.00E+00,7.47491E-05,9.79E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00024666
2261,0,0.016561768,8.0250,69.5,5.41602E-05,1.64E-04,7.43882E-05,1.34E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00022238
2262,0,0.095766069,8.7000,60.48,6.59777E-05,3.15E-04,7.06988E-05,2.08E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00016366
2263,0,0.200962207,9.6083,47.69,8.781E-05,3.47E-04,7.10597E-05,1.94E-04,1.14E-04,1.14E-04,1.25E-04,1.25E-04,6.80E-05
2264,0,0.319957669,10.4167,47.67,0.000115852,2.02E-04,7.56313E-05,1.98E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,5.11E-05
2265,0,0.408557372,11.2000,29.18,0.000139166,1.09E-04,7.87993E-05,2.15E-04,1.14E-04,1.14E-04,1.25E-04,1.25E-04,5.21E-05
2266,0,0.447268397,11.5667,29.17,0.000146978,1.10E-04,8.0644E-05,2.15E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,5.15E-05
2267,0,0.403852905,11.4167,29.17,0.00014862,1.11E-04,7.99221E-05,2.16E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,4.37E-05
2268,0,0.350017726,11.3083,29.17,0.000145095,1.12E-04,7.83582E-05,2.14E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,3.59E-05
2269,0,0.296740525,10.9083,29.17,0.000134719,1.13E-04,7.59521E-05,2.04E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,4.70E-05
2270,0,0.240206938,10.7083,47.65,0.000127949,1.13E-04,7.29846E-05,1.87E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.39E-05
2271,0,0.17127833,10.1917,47.7,0.000130113,1.13E-04,6.99369E-05,1.63E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,7.46E-05
2272,0,0.088865261,9.6500,70.32,0.00015551,1.13E-04,6.78516E-05,1.42E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,5.88E-05
2273,0,0.035584424,8.6000,70.35,0.000165445,1.12E-04,6.59268E-05,1.21E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,5.44E-05
2274,0.006584758,0.010231424,7.6917,70.35,0.000171374,1.41E-04,6.61273E-05,1.13E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,6.18E-05
2275,0.038509248,0.003039705,6.9583,70.35,0.00017542,1.82E-04,7.10998E-05,1.23E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,6.18E-05
2276,0.022546996,0.001763942,6.8083,70.35,0.000170773,1.53E-04,7.33054E-05,1.20E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,6.09E-05
2277,0,0.001633753,6.4583,70.35,0.000149621,1.08E-04,7.00973E-05,1.10E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,8.52E-05
2278,0,0.001425472,6.3917,70.35,0.000112366,1.07E-04,6.79719E-05,8.65E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00011807
2279,0,0.001054461,6.3750,70.35,8.82907E-05,0.00E+00,6.88943E-05,6.67E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,0.00016407
2280,0,0.000872211,6.4417,66.93,7.1626E-05,0.00E+00,7.45887E-05,2.99E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00024297
2281,0,0.000872211,6.4583,66.93,5.90074E-05,0.00E+00,7.38668E-05,2.46E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00023019
2282,0,0.000872211,6.4417,66.93,5.53219E-05,0.00E+00,7.27841E-05,2.59E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00023444
2283,0,0.000852679,6.3333,66.93,5.29584E-05,0.00E+00,7.23831E-05,2.89E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00024647
2284,0,0.000553261,6.4083,66.93,5.23976E-05,0.00E+00,7.25435E-05,4.25E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00024666
2285,0,0.006775217,6.3167,64.54,5.38397E-05,1.69E-04,7.19019E-05,6.66E-05,1.14E-04,1.14E-04,9.94E-05,9.94E-05,0.00022238
2286,0,0.029979993,7.5083,45.75,6.60177E-05,3.25E-04,6.78516E-05,1.41E-04,1.14E-04,1.14E-04,9.81E-05,9.81E-05,0.00016366
2287,0,0.069757443,8.1167,45.72,8.79702E-05,3.59E-04,6.93755E-05,1.38E-04,1.14E-04,1.14E-04,9.88E-05,9.88E-05,6.80E-05
2288,0,0.125888571,8.5833,45.71,0.000116893,2.10E-04,7.4709E-05,1.51E-04,1.14E-04,1.14E-04,9.86E-05,9.86E-05,5.11E-05
2289,0,0.202128038,8.9583,45.71,0.000139406,1.15E-04,7.79973E-05,1.67E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,5.21E-05
2290,0,0.288969989,9.3083,45.7,0.000146257,1.17E-04,7.9882E-05,1.65E-04,1.14E-04,1.14E-04,9.98E-05,9.98E-05,5.15E-05
2291,0,0.332478888,9.5250,45.69,0.000146897,1.19E-04,7.9481E-05,1.66E-04,1.14E-04,1.14E-04,9.70E-05,9.70E-05,4.37E-05
2292,0,0.331682191,10.0333,45.69,0.000142251,1.20E-04,7.77968E-05,1.67E-04,1.14E-04,1.14E-04,9.31E-05,9.31E-05,3.59E-05
2293,0,0.317600986,10.2917,45.69,0.000132476,1.21E-04,7.51902E-05,1.58E-04,1.14E-04,1.14E-04,9.25E-05,9.25E-05,4.70E-05
2294,0,0.279441678,10.3917,45.69,0.000126107,1.22E-04,7.18618E-05,1.41E-04,1.14E-04,1.14E-04,9.00E-05,9.00E-05,6.39E-05
2295,0,0.22704005,10.2000,45.7,0.000129392,1.22E-04,6.89745E-05,1.18E-04,1.14E-04,1.14E-04,8.99E-05,8.99E-05,7.46E-05
2296,0,0.133083046,9.6417,63.55,0.000152185,1.22E-04,6.66486E-05,9.02E-05,1.14E-04,1.14E-04,9.04E-05,9.04E-05,5.88E-05
2297,0,0.049151123,8.6583,74.46,0.000161279,1.21E-04,6.43227E-05,6.04E-05,1.14E-04,1.14E-04,9.34E-05,9.34E-05,5.44E-05
2298,0,0.008762089,7.5083,74.46,0.000165165,1.50E-04,6.4443E-05,5.77E-05,1.14E-04,1.14E-04,9.45E-05,9.45E-05,6.18E-05
2299,0.006584758,0.00294858,6.6167,74.46,0.000169451,1.91E-04,6.88141E-05,6.40E-05,1.14E-04,1.14E-04,9.49E-05,9.49E-05,6.18E-05
2300,0.089298219,0.001802994,5.3417,74.46,0.000168409,1.61E-04,7.18217E-05,5.54E-05,1.14E-04,1.14E-04,9.54E-05,9.54E-05,6.09E-05
2301,0.112516036,0.001549139,4.7000,74.46,0.000149101,1.14E-04,6.84932E-05,5.38E-05,1.14E-04,1.14E-04,9.47E-05,9.47E-05,8.52E-05
2302,0.180718353,0.001256231,5.0583,74.46,0.000113248,1.11E-04,6.62075E-05,5.12E-05,1.14E-04,1.14E-04,9.50E-05,9.50E-05,0.00011807
2303,0.351949732,0.000813627,5.8500,74.46,8.13604E-05,0.00E+00,6.3641E-05,4.72E-05,1.14E-04,1.14E-04,9.40E-05,9.40E-05,0.00016407
2304,0.373716442,0.000689949,6.6250,67.18,5.95682E-05,0.00E+00,7.05384E-05,3.68E-05,1.14E-04,1.14E-04,8.79E-05,8.79E-05,0.00024297
2305,0.337438602,0.000689949,6.7417,67.18,5.2718E-05,0.00E+00,6.98166E-05,2.78E-05,1.14E-04,1.14E-04,7.89E-05,7.89E-05,0.00023019
2306,0.331634144,0.000618356,7.0333,67.08,5.08353E-05,0.00E+00,7.05384E-05,2.90E-05,1.14E-04,1.14E-04,7.46E-05,7.46E-05,0.00023444
2307,0.324378579,0.000592313,7.2083,67.07,5.21172E-05,0.00E+00,7.0779E-05,2.58E-05,1.14E-04,1.14E-04,7.53E-05,7.53E-05,0.00024647
2308,0.212642857,0.000592313,7.2000,67.07,5.56023E-05,0.00E+00,7.41475E-05,3.29E-05,1.14E-04,1.14E-04,7.61E-05,7.61E-05,0.00024666
2309,0.153147199,0.029732422,7.5417,67.07,7.03842E-05,1.87E-04,8.86643E-05,4.34E-05,1.14E-04,1.14E-04,7.80E-05,7.80E-05,0.00022238
2310,0.147342755,0.11310682,8.9750,67.15,9.63827E-05,3.61E-04,0.000133016,5.31E-05,1.14E-04,1.14E-04,7.88E-05,7.88E-05,0.00016366
2311,0.131380503,0.225569312,10.4417,67.15,0.000113568,4.05E-04,0.000189199,4.82E-05,1.14E-04,1.14E-04,7.93E-05,7.93E-05,6.80E-05
2312,0.009486987,0.345511227,11.6750,67.14,0.000121219,2.41E-04,0.000206402,8.88E-05,1.14E-04,1.14E-04,7.94E-05,7.94E-05,5.11E-05
2313,0,0.451853558,12.6167,66.94,0.000121019,1.38E-04,0.000212898,9.24E-05,1.14E-04,1.14E-04,8.05E-05,8.05E-05,5.21E-05
2314,0,0.519360687,13.0417,50.74,0.000122662,1.42E-04,0.000216748,1.04E-04,1.14E-04,1.14E-04,7.88E-05,7.88E-05,5.15E-05
2315,0,0.546969502,13.4333,50.74,0.000125305,1.46E-04,0.000199224,9.22E-05,1.14E-04,1.14E-04,7.54E-05,7.54E-05,4.37E-05
2316,0.022546996,0.512954378,13.2000,50.74,0.000123503,1.50E-04,0.000207284,9.69E-05,1.14E-04,1.14E-04,7.42E-05,7.42E-05,3.59E-05
2317,0.14008719,0.45571371,13.2167,50.74,0.000119457,1.53E-04,0.000209089,7.72E-05,1.14E-04,1.14E-04,7.37E-05,7.37E-05,4.70E-05
2318,0.124124938,0.377452406,12.9250,64.74,0.000114089,1.54E-04,0.000198622,6.75E-05,1.14E-04,1.14E-04,7.42E-05,7.42E-05,6.39E-05
2319,0.170560559,0.259386147,12.5667,67.15,0.000118015,1.54E-04,0.000165619,4.79E-05,1.14E-04,1.14E-04,7.42E-05,7.42E-05,7.46E-05
2320,0.202485062,0.147145052,11.8167,73.98,0.000140208,1.53E-04,0.000117617,5.49E-05,1.14E-04,1.14E-04,8.16E-05,8.16E-05,5.88E-05
2321,0.246018454,0.058241773,10.9083,74.14,0.000158915,1.51E-04,9.85292E-05,5.98E-05,1.14E-04,1.14E-04,8.42E-05,8.42E-05,5.44E-05
2322,0.199582834,0.009380266,10.1000,74.14,0.000167528,1.81E-04,0.000101777,4.52E-05,1.14E-04,1.14E-04,8.67E-05,8.67E-05,6.18E-05
2323,0.209740628,0.002388808,9.4917,74.14,0.00017546,2.25E-04,0.000121628,5.39E-05,1.14E-04,1.14E-04,8.69E-05,8.69E-05,6.18E-05
2324,0.32147635,0.001047951,9.0833,74.14,0.000173056,1.89E-04,0.000114048,5.58E-05,1.14E-04,1.14E-04,8.67E-05,8.67E-05,6.09E-05
2325,0.566714517,0.000956825,8.6750,74.13,0.00015515,1.35E-04,8.6178E-05,4.59E-05,1.14E-04,1.14E-04,8.56E-05,8.56E-05,8.52E-05
2326,0.659585772,0.000911263,8.7000,67.62917933,0.000117173,1.29E-04,7.27039E-05,4.68E-05,1.14E-04,1.14E-04,8.65E-05,8.65E-05,0.00011807
2327,0.552203387,0.000449127,8.5750,67.62917933,7.95578E-05,0.00E+00,6.63679E-05,3.66E-05,1.14E-04,1.14E-04,8.62E-05,8.62E-05,0.00016407
2328,0.409994268,0.000123666,8.4583,67.22,6.04495E-05,0.00E+00,6.6809E-05,3.41E-05,1.14E-04,1.14E-04,8.55E-05,8.55E-05,0.00024297
2329,0.380972007,0.000123666,8.2833,67.01,5.31587E-05,0.00E+00,6.73704E-05,2.77E-05,1.14E-04,1.14E-04,8.63E-05,8.63E-05,0.00023019
2330,0.248920683,0.000123666,8.2500,66.96,5.15563E-05,0.00E+00,6.5646E-05,2.98E-05,1.14E-04,1.14E-04,8.79E-05,8.79E-05,0.00023444
2331,0.129929396,0.000123666,8.1250,66.96,5.22373E-05,0.00E+00,6.63278E-05,2.72E-05,1.14E-04,1.14E-04,8.96E-05,8.96E-05,0.00024647
2332,0.079140425,0.000123666,8.1333,67.08,5.56023E-05,0.00E+00,7.01775E-05,2.80E-05,1.14E-04,1.14E-04,9.14E-05,9.14E-05,0.00024666
2333,0.041411477,0.027168219,8.3667,67.27,7.17062E-05,1.94E-04,8.44937E-05,2.80E-05,1.14E-04,1.14E-04,9.42E-05,9.42E-05,0.00022238
2334,0.021095889,0.106938707,8.9417,67.27,9.8626E-05,3.74E-04,0.000129087,5.23E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00016366
2335,0.006584758,0.205924474,9.6833,67.27,0.000113007,4.21E-04,0.00018591,4.27E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,6.80E-05
2336,0,0.322485315,10.2667,67.25,0.000117854,2.52E-04,0.000201269,6.33E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,5.11E-05
2337,0,0.424778971,11.1000,60.92,0.000117574,1.46E-04,0.000209049,9.12E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,5.21E-05
2338,0,0.495597386,11.6750,54.5,0.000116653,1.51E-04,0.000213179,9.69E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,5.15E-05
2339,0,0.525740062,12.4167,54.5,0.00011485,1.56E-04,0.00019786,9.91E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,4.37E-05
2340,0.021095889,0.515877082,13.1917,54.5,0.000117133,1.60E-04,0.000204277,9.69E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,3.59E-05
2341,0.005133637,0.446988499,13.5333,54.5,0.00011453,1.64E-04,0.000206763,8.39E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,4.70E-05
2342,0.025449225,0.355652869,13.9000,64.29341667,0.00011497,1.66E-04,0.000196056,7.47E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,6.39E-05
2343,0.089298219,0.23944877,13.8000,64.29341667,0.000122181,1.66E-04,0.000163734,6.31E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,7.46E-05
2344,0.179267245,0.133505501,13.0750,64.29341667,0.000141289,1.64E-04,0.000115773,4.47E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,5.88E-05
2345,0.247469576,0.049030973,11.3000,64.29341667,0.000159316,1.61E-04,9.6083E-05,5.05E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,5.44E-05
2346,0.214093964,0.006142747,8.7583,67.62917933,0.000172375,1.93E-04,9.70856E-05,5.36E-05,1.14E-04,1.14E-04,1.09E-04,1.09E-04,6.18E-05
2347,0.312769677,0.000722502,7.1167,65.89147287,0.000172455,2.37E-04,0.000115853,5.46E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.18E-05
2348,0.38967868,0.000149709,6.1667,64.29341667,0.000171774,1.99E-04,0.000116414,5.24E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.09E-05
2349,0.433212086,0.000143198,5.3333,64.29341667,0.000149902,1.42E-04,9.14714E-05,5.24E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,8.52E-05
2350,0.405640932,0.000143198,4.4917,64.29341667,0.000114449,1.35E-04,7.75161E-05,5.24E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00011807
2351,0.427407628,0.000123666,3.9333,64.29341667,8.13604E-05,0.00E+00,7.05384E-05,3.83E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00016407
2352,0.47964772,0.000110657,3.7833,64.29341667,6.20118E-05,0.00E+00,7.18618E-05,5.09E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00024297
2353,0.478196599,0.000110657,3.4167,64.29341667,5.40801E-05,0.00E+00,7.10196E-05,5.23E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00023019
2354,0.524632233,0.000110657,3.0500,64.29341667,5.1356E-05,0.00E+00,7.13404E-05,5.67E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00023444
2355,0.553654494,0.000110657,2.7583,57.49,5.18367E-05,0.00E+00,7.24232E-05,6.85E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00024647
2356,0.530436677,0.000356243,2.5917,64.29341667,5.51617E-05,0.00E+00,7.69145E-05,8.84E-05,1.14E-04,1.14E-04,1.04E-04,1.04E-04,0.00024666
2357,0.542045593,0.032290531,3.9500,64.29341667,7.06646E-05,1.63E-04,9.1712E-05,1.22E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00022238
2358,0.613150138,0.120245289,8.0500,64.29341667,9.82655E-05,3.14E-04,0.000137067,1.97E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00016366
2359,0.610247923,0.229018154,11.3333,64.29341667,0.000114249,3.45E-04,0.000192808,1.85E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,6.80E-05
2360,0.675548024,0.355179173,13.5333,53.87277338,0.000124825,2.01E-04,0.000210412,1.90E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,5.11E-05
2361,0.724885874,0.435086408,15.0167,51.62,0.000124825,1.09E-04,0.000217109,2.07E-04,1.14E-04,1.14E-04,1.03E-04,1.03E-04,5.21E-05
2362,0.737945897,0.493365023,16.5500,50.89,0.00012186,1.10E-04,0.000219956,2.07E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,5.15E-05
2363,0.756810364,0.524066805,18.1333,27.3165259,0.000125386,1.11E-04,0.000205039,2.08E-04,1.14E-04,1.14E-04,1.02E-04,1.02E-04,4.37E-05
2364,0.735043668,0.499422645,19.2250,27.3165259,0.000122902,1.12E-04,0.000212698,2.06E-04,1.14E-04,1.14E-04,1.02E-04,1.02E-04,3.59E-05
2365,0.736494775,0.456084175,20.1583,27.3165259,0.000116132,1.13E-04,0.000213259,1.96E-04,1.14E-04,1.14E-04,9.91E-05,9.91E-05,4.70E-05
2366,0.730690331,0.384812891,20.6500,53.87277338,0.00011453,1.13E-04,0.000198863,1.79E-04,1.14E-04,1.14E-04,9.95E-05,9.95E-05,6.39E-05
2367,0.720532537,0.27260259,20.6083,53.87277338,0.000116533,1.13E-04,0.000167664,1.56E-04,1.14E-04,1.14E-04,9.89E-05,9.89E-05,7.46E-05
2368,0.753908135,0.156566758,19.7917,53.87277338,0.000137003,1.13E-04,0.000121948,1.33E-04,1.14E-04,1.14E-04,9.87E-05,9.87E-05,5.88E-05
2369,0.762614821,0.058565487,17.4667,64.29341667,0.00014886,1.12E-04,0.000102299,1.11E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,5.44E-05
2370,0.708923622,0.007359427,14.0917,64.29341667,0.000158875,1.41E-04,0.000104264,1.04E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,6.18E-05
2371,0.896117253,0.001731389,12.5500,64.29341667,0.0001622,1.81E-04,0.000122991,1.13E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,6.18E-05
2372,1,0.001060972,11.8917,64.29341667,0.00016224,1.52E-04,0.000120946,1.09E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,6.09E-05
2373,1,0.000657408,11.8667,53.87277338,0.000148139,1.08E-04,9.62033E-05,9.63E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,8.52E-05
2374,1,0.00034498,11.5167,53.87277338,0.000117414,1.06E-04,8.09247E-05,7.34E-05,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00011807
2375,1,0.000117168,12.1583,64.29341667,8.28026E-05,0.00E+00,7.3145E-05,5.51E-05,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00016407
2376,1,0.000104146,11.3667,53.87277338,6.1451E-05,0.00E+00,7.26638E-05,1.32E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00024297
2377,0.941101766,0.000104146,10.8333,64.29341667,5.31587E-05,0.00E+00,7.24633E-05,1.28E-04,1.14E-04,1.14E-04,9.74E-05,9.74E-05,0.00023019
2378,0.839523825,0.000104146,10.3250,53.87277338,5.10356E-05,0.00E+00,7.36663E-05,1.32E-04,1.14E-04,1.14E-04,9.32E-05,9.32E-05,0.00023444
2379,0.780028181,0.000104146,9.6750,64.29341667,5.11157E-05,0.00E+00,7.50699E-05,1.44E-04,1.14E-04,1.14E-04,9.42E-05,9.42E-05,0.00024647
2380,0.833719381,0.000421148,9.6167,64.29341667,5.4721E-05,0.00E+00,7.95211E-05,1.64E-04,1.14E-04,1.14E-04,9.65E-05,9.65E-05,0.00024666
2381,0.929492864,0.044527753,9.7750,53.87277338,6.90222E-05,1.63E-04,9.38774E-05,2.17E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00022238
2382,0.944003995,0.150865617,10.1417,53.87277338,9.5221E-05,3.14E-04,0.000133778,2.88E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,0.00016366
2383,0.98318405,0.287243875,10.3833,49.09,0.00011457,3.45E-04,0.000187514,2.61E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.80E-05
2384,1,0.404207841,10.3583,27.3165259,0.000125225,2.01E-04,0.000203074,2.54E-04,1.14E-04,1.14E-04,1.12E-04,1.12E-04,5.11E-05
2385,0.954161789,0.50851636,10.7083,0,0.000123022,1.09E-04,0.000209049,2.72E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,5.21E-05
2386,0.764065929,0.576120779,11.1833,0,0.000125586,1.10E-04,0.000211455,2.74E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,5.15E-05
2387,0.652330207,0.604389189,11.6333,0,0.000126067,1.11E-04,0.000194532,2.76E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,4.37E-05
2388,0.546398929,0.588948236,11.7167,7.617993944,0.000120378,1.12E-04,0.000193249,2.70E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,3.59E-05
2389,0.562361181,0.538628478,11.4167,49.09,0.000113528,1.12E-04,0.000188757,2.60E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,4.70E-05
2390,0.645074642,0.454581347,11.3083,49.09,0.000110804,1.13E-04,0.000171634,2.43E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,6.39E-05
2391,0.800343769,0.343219425,10.7833,49.09,0.000119617,1.13E-04,0.000144044,2.17E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,7.46E-05
2392,0.958515126,0.212677439,9.9417,49.09,0.000143653,1.13E-04,0.000108595,2.04E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,5.88E-05
2393,0.935297308,0.085325199,8.9083,64.29341667,0.000157073,1.12E-04,9.20328E-05,1.94E-04,1.14E-04,1.14E-04,1.10E-04,1.10E-04,5.44E-05
2394,0.788734868,0.010601794,7.9000,64.29341667,0.000161199,1.41E-04,9.23937E-05,1.80E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.18E-05
2395,0.793088204,0.002401818,6.6667,64.29341667,0.000161159,1.81E-04,0.000104905,1.93E-04,1.14E-04,1.14E-04,1.10E-04,1.10E-04,6.18E-05
2396,0.825012694,0.001106534,6.1417,64.29341667,0.000163642,1.52E-04,0.000104544,1.98E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.09E-05
2397,0.78293041,0.000813627,5.4417,64.29341667,0.00014894,1.08E-04,8.99475E-05,2.03E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,8.52E-05
2398,0.748103691,0.000715991,5.2333,64.29341667,0.00012174,1.06E-04,7.84384E-05,1.77E-04,1.14E-04,1.14E-04,1.12E-04,1.12E-04,0.00011807
2399,0.748103691,0.000631377,4.5417,64.29341667,8.82106E-05,0.00E+00,7.13404E-05,1.47E-04,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00016407
2400,0.753908135,0.000305928,4.0750,11.93,6.60177E-05,0.00E+00,7.27039E-05,1.08E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00024297
2401,0.66103688,0.000253855,4.4750,11.95,5.72047E-05,0.00E+00,7.12201E-05,1.06E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00023019
2402,0.624759053,0.000240834,5.3167,11.95,5.34792E-05,0.00E+00,7.19821E-05,1.10E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00023444
